"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2021,202101,234654,2021000411387,24180.0,2021002346541,81308,1,1,24336.0,0,0,1,24,6,1,100,0,0,10,101,1,10,115000,1,11
2021,202101,234654,2021000411387,24180.0,2021002346541,81308,1,2,26208.0,0,0,2,25,6,1,100,0,0,10,101,1,10,100000,1,11
2021,202101,234810,2021000422279,9672.0,2021002348101,82008,1,1,9672.0,0,0,2,26,6,1,100,0,0,11,114,1,10,68000,1,11
2021,202101,234810,2021000422279,9672.0,2021002348101,82008,1,2,9672.0,0,0,1,24,6,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,234810,2021000422279,9672.0,2021002348101,82008,1,3,12480.0,0,0,1,34,4,1,100,0,0,11,114,1,10,400,1,11
2021,202101,234810,2021000422279,9672.0,2021002348101,82008,1,4,12324.0,0,0,2,27,6,1,100,0,0,10,101,1,10,10000,1,11
2021,202101,234966,2021000431925,21684.0,2021002349661,81508,1,1,21684.0,0,0,2,21,6,1,100,0,0,10,101,1,10,10000,1,11
2021,202101,234966,2021000431925,21684.0,2021002349661,81508,1,2,31200.0,0,0,2,21,6,8,812,0,0,6,63,1,10,20000,1,11
2021,202101,234966,2021000431925,21684.0,2021002349661,81508,1,3,23244.0,0,0,2,20,6,2,200,0,0,6,63,1,10,15000,1,11
2021,202101,235122,2021000440680,19968.0,2021002351221,80208,1,1,20124.0,0,0,1,47,1,1,100,0,0,10,101,1,10,86000,1,11
2021,202101,235122,2021000440680,19968.0,2021002351221,80208,1,2,18564.0,0,0,2,47,1,1,100,0,0,10,101,1,10,160000,1,11
2021,202101,235278,2021000448957,5460.0,2021002352781,82208,1,1,5460.0,0,0,2,60,1,1,100,0,0,7,71,1,10,16700,1,11
2021,202101,235278,2021000448957,5460.0,2021002352781,82208,1,2,5616.0,0,0,1,54,1,1,100,0,0,8,81,1,10,58000,1,11
2021,202101,235434,2021000459312,19032.0,2021002354341,410408,1,1,19188.0,0,0,2,55,4,1,100,0,0,6,63,1,10,52000,1,11
2021,202101,235590,2021000468157,14976.0,2021002355901,81208,1,1,14976.0,2,0,2,42,1,1,100,0,0,11,114,1,10,14000,1,11
2021,202101,235590,2021000468157,14976.0,2021002355901,81208,1,2,17784.0,2,0,1,40,1,1,100,0,0,11,115,1,10,548000,1,11
2021,202101,236058,2021000496254,17628.0,2021002360581,90008,1,2,14040.0,0,0,2,59,1,1,100,0,0,11,114,1,10,24000,1,11
2021,202101,236214,2021000505285,17940.0,2021002362141,81408,1,1,17940.0,1,0,2,43,1,1,100,0,0,10,101,1,10,70000,1,11
2021,202101,236370,2021000513509,12480.0,2021002363701,10308,1,1,12480.0,1,0,1,57,1,8,826,4,428,11,114,1,10,320000,1,11
2021,202101,236370,2021000513509,12480.0,2021002363701,10308,1,2,13104.0,1,0,2,51,1,8,826,4,428,8,81,1,10,25000,1,11
2021,202101,236526,2021000522100,7020.0,2021002365261,80408,1,1,6864.0,2,0,1,46,1,1,100,0,0,11,114,1,10,80000,1,11
2021,202101,236526,2021000522100,7020.0,2021002365261,80408,1,2,5772.0,2,0,2,43,1,9,963,4,498,11,114,1,10,82000,1,11
2021,202101,236682,2021000530369,26052.0,2021002366821,10208,1,2,21996.0,1,0,2,41,6,1,100,0,0,6,64,1,10,189000,1,11
2021,202101,236994,2021000547174,15288.0,2021002369941,70008,1,1,15288.0,0,0,2,31,6,7,700,1,100,6,63,1,10,0,1,11
2021,202101,237306,2021000564540,11544.0,2021002373061,82308,1,1,11544.0,0,0,1,60,1,6,600,0,0,10,101,1,10,86000,1,11
2021,202101,237306,2021000564540,11544.0,2021002373061,82308,1,2,15756.0,0,0,2,56,1,1,100,0,0,8,81,1,10,65000,1,11
2021,202101,237618,2021000584008,19188.0,2021002376181,80208,1,1,19188.0,0,0,2,58,4,1,100,0,0,10,101,1,10,51000,1,11
2021,202101,238086,2021000614659,29796.0,2021002380861,10008,1,1,29640.0,1,0,2,39,6,7,700,1,100,6,63,1,10,45000,1,11
2021,202101,238086,2021000614659,29796.0,2021002380861,10008,1,3,9048.0,1,0,2,60,4,7,700,1,100,6,63,1,10,35000,1,11
2021,202101,238710,2021000652270,24804.0,2021002387101,100108,1,1,24804.0,0,0,1,32,1,8,802,4,450,11,114,1,10,15000,1,11
2021,202101,238710,2021000652270,24804.0,2021002387101,100108,1,2,21060.0,0,0,2,31,1,1,100,0,0,10,101,1,10,60000,1,11
2021,202101,238866,2021000660779,7020.0,2021002388661,81508,1,1,7020.0,1,0,2,48,1,1,100,0,0,10,101,1,10,56000,1,11
2021,202101,238866,2021000660779,7020.0,2021002388661,81508,1,2,7176.0,1,0,1,53,1,1,100,0,0,10,101,1,10,40000,1,11
2021,202101,239022,2021000669026,11388.0,2021002390221,81508,1,1,11232.0,3,0,1,44,1,1,100,0,0,10,101,1,10,300000,1,11
2021,202101,239022,2021000669026,11388.0,2021002390221,81508,1,2,11856.0,3,0,2,44,1,8,813,0,0,10,101,1,10,7000,1,11
2021,202101,239178,2021000678768,15756.0,2021002391781,81708,1,1,15600.0,2,0,2,52,1,1,100,0,0,11,114,1,10,65000,2,20
2021,202101,239178,2021000678768,15756.0,2021002391781,81708,1,2,16536.0,2,0,1,56,1,1,100,0,0,10,101,1,10,140000,2,20
2021,202101,239178,2021000678768,15756.0,2021002391781,81708,1,5,14820.0,0,0,1,49,6,1,100,0,0,6,63,1,10,23000,1,11
2021,202101,239334,2021000688539,11544.0,2021002393341,80808,1,1,11544.0,2,0,1,45,1,1,100,0,0,7,71,1,10,548000,1,11
2021,202101,239334,2021000688539,11544.0,2021002393341,80808,1,2,9360.0,2,0,2,39,1,1,100,0,0,11,114,1,10,120000,1,11
2021,202101,239490,2021000696805,9048.0,2021002394901,81108,1,1,9204.0,0,0,1,58,1,1,100,0,0,8,81,1,10,12000,1,11
2021,202101,239490,2021000696805,9048.0,2021002394901,81108,1,2,9204.0,0,0,2,57,1,1,100,0,0,7,71,1,10,60000,1,11
2021,202101,239646,2021000707157,22152.0,2021002396461,410308,1,1,22152.0,0,0,2,42,1,1,100,0,0,8,81,1,10,500,1,11
2021,202101,239646,2021000707157,22152.0,2021002396461,410308,1,2,23088.0,0,0,2,40,1,1,100,0,0,8,81,1,10,32000,1,11
2021,202101,239802,2021000717188,44304.0,2021002398021,40008,1,2,96408.0,0,0,2,35,6,8,826,1,100,6,61,1,10,60000,1,11
2021,202101,239958,2021000726876,9516.0,2021002399581,80108,1,1,9360.0,0,0,2,56,4,1,100,0,0,11,116,1,10,156000,1,11
2021,202101,241050,2021000792159,18096.0,2021002410501,81508,1,1,18096.0,0,0,2,64,4,1,100,0,0,7,71,1,10,76000,1,11
2021,202101,241206,2021000801151,9984.0,2021002412061,70008,1,2,11232.0,0,0,2,64,1,1,100,0,0,6,61,1,10,34600,1,11
2021,202101,241362,2021000810161,11544.0,2021002413621,20008,1,1,11700.0,0,0,2,61,4,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,241674,2021000829649,18876.0,2021002416741,10308,1,1,18876.0,2,0,1,42,1,1,100,0,0,11,116,1,10,202000,1,11
2021,202101,241674,2021000829649,18876.0,2021002416741,10308,1,2,16536.0,2,0,2,44,1,1,100,0,0,11,114,1,10,0,1,11
2021,202101,241830,2021000838711,6864.0,2021002418301,40008,1,1,6864.0,1,0,2,44,1,1,100,0,0,7,71,1,10,23000,1,11
2021,202101,241830,2021000838711,6864.0,2021002418301,40008,1,2,3744.0,1,0,1,45,1,1,100,0,0,7,71,1,10,0,1,11
2021,202101,241986,2021000848193,8580.0,2021002419861,410208,1,1,8580.0,1,0,2,61,1,1,100,0,0,10,101,1,10,48000,1,11
2021,202101,241986,2021000848193,8580.0,2021002419861,410208,1,2,10608.0,1,0,1,63,1,3,303,1,100,6,65,1,10,48000,1,11
2021,202101,241986,2021000848193,8580.0,2021002419861,410208,1,3,7956.0,1,1,2,25,6,3,303,1,100,10,101,1,10,27000,1,11
2021,202101,242142,2021000857226,53664.0,2021002421421,20008,1,1,53664.0,2,0,1,45,1,1,100,0,0,7,71,1,10,90000,1,11
2021,202101,242298,2021000866931,8892.0,2021002422981,30008,1,1,8736.0,1,0,1,40,1,1,100,0,0,6,61,1,10,85000,1,11
2021,202101,242298,2021000866931,8892.0,2021002422981,30008,1,2,9360.0,1,0,2,37,1,1,100,0,0,8,81,1,10,18000,1,11
2021,202101,242610,2021000885941,5616.0,2021002426101,80208,1,1,5616.0,0,0,2,60,1,1,100,0,0,6,63,1,10,80000,1,11
2021,202101,242610,2021000885941,5616.0,2021002426101,80208,1,2,5148.0,0,0,1,65,1,1,100,0,0,11,114,1,10,80000,1,11
2021,202101,242922,2021000904293,14040.0,2021002429221,80308,1,1,14040.0,0,0,2,56,6,1,100,0,0,10,101,1,10,39400,1,11
2021,202101,243702,2021000953208,8892.0,2021002437021,81108,1,2,10452.0,2,0,1,48,1,1,100,0,0,10,101,1,10,56000,1,11
2021,202101,243858,2021000961872,8736.0,2021002438581,82308,1,1,8892.0,1,1,2,37,1,1,100,0,0,11,115,1,10,92000,1,11
2021,202101,243858,2021000961872,8736.0,2021002438581,82308,1,2,9204.0,1,1,1,37,1,1,100,0,0,11,114,1,10,92000,1,11
2021,202101,244326,2021000988944,10140.0,2021002443261,81908,1,1,9984.0,0,0,2,36,1,1,100,0,0,6,63,1,10,76000,1,11
2021,202101,244326,2021000988944,10140.0,2021002443261,81908,1,2,10764.0,0,0,1,39,1,1,100,0,0,6,63,1,10,30000,1,11
2021,202101,244638,2021001007596,2964.0,2021002446381,10008,1,3,780.0,1,0,2,41,4,1,100,0,0,8,81,1,10,19000,1,11
2021,202101,244794,2021001018580,3900.0,2021002447941,10008,1,1,3900.0,1,0,2,40,1,1,100,0,0,6,65,1,10,29000,1,11
2021,202101,244794,2021001018580,3900.0,2021002447941,10008,1,2,4212.0,1,0,1,58,1,1,100,0,0,6,63,1,10,45000,1,11
2021,202101,245106,2021001036712,17628.0,2021002451061,81408,1,1,17628.0,1,0,2,48,4,1,100,0,0,10,101,1,10,170000,1,11
2021,202101,245262,2021001046558,35100.0,2021002452621,410308,1,1,35100.0,0,0,1,28,4,1,100,0,0,10,101,1,10,40000,1,11
2021,202101,245262,2021001046558,35100.0,2021002452621,410308,1,2,37596.0,0,0,2,22,6,1,100,0,0,8,81,1,10,1700,1,11
2021,202101,245418,2021001054209,23088.0,2021002454181,410508,1,1,23088.0,0,0,1,34,6,7,700,1,100,11,114,1,10,8000,2,20
2021,202101,245418,2021001054209,23088.0,2021002454181,410508,1,2,19968.0,0,0,1,22,6,7,700,4,498,5,50,1,10,20000,1,11
2021,202101,245730,2021001070954,16068.0,2021002457301,80708,1,1,16068.0,0,0,2,60,4,1,100,0,0,8,81,1,10,137000,1,11
2021,202101,246042,2021001089279,4992.0,2021002460421,80808,1,1,4992.0,1,0,1,41,1,1,100,0,0,7,71,1,10,78000,1,11
2021,202101,246042,2021001089279,4992.0,2021002460421,80808,1,2,5148.0,1,0,2,39,1,1,100,0,0,11,114,1,10,250000,1,11
2021,202101,246042,2021001089279,4992.0,2021002460421,80808,1,3,5928.0,0,0,1,20,6,1,100,0,0,6,63,1,10,18000,1,11
2021,202101,246354,2021001110255,9828.0,2021002463541,82208,1,1,9984.0,0,0,2,42,6,1,100,0,0,10,101,1,10,300000,1,11
2021,202101,246822,2021001141140,57096.0,2021002468221,80708,1,1,57252.0,2,0,2,45,1,7,700,1,100,6,64,1,10,35000,1,11
2021,202101,246978,2021001151494,21684.0,2021002469781,10208,1,1,21528.0,3,1,2,29,4,1,100,0,0,6,64,1,10,0,1,11
2021,202101,247134,2021001160810,14352.0,2021002471341,100108,1,1,14352.0,0,0,2,20,6,1,100,0,0,6,63,1,10,28000,1,11
2021,202101,247134,2021001160810,14352.0,2021002471341,100108,1,2,17472.0,0,0,2,20,6,1,100,0,0,6,65,1,10,13200,1,11
2021,202101,247290,2021001169536,14664.0,2021002472901,410608,1,2,17784.0,2,1,1,38,1,8,826,4,498,11,114,1,14,100000,1,12
2021,202101,247446,2021001178466,54288.0,2021002474461,410508,1,1,54288.0,0,0,1,22,1,1,100,0,0,7,71,1,10,36000,1,11
2021,202101,247758,2021001197115,8580.0,2021002477581,82108,1,1,8424.0,2,1,1,40,1,6,610,0,0,10,101,1,10,90000,1,11
2021,202101,247914,2021001206044,13416.0,2021002479141,81608,1,1,13416.0,1,0,2,45,6,8,826,1,100,7,71,1,10,29000,1,11
2021,202101,248070,2021001215498,50700.0,2021002480701,410108,1,2,43836.0,1,0,1,59,1,1,100,0,0,7,71,1,10,50000,1,11
2021,202101,248070,2021001215498,50700.0,2021002480701,410108,1,5,22776.0,1,1,1,31,1,1,100,0,0,7,71,1,10,35000,1,11
2021,202101,248226,2021001225513,1404.0,2021002482261,10008,1,1,1404.0,0,0,2,59,4,1,100,0,0,6,65,1,10,29000,1,11
2021,202101,248382,2021001233650,50544.0,2021002483821,100208,1,1,50388.0,0,0,1,29,6,1,100,0,0,6,63,1,10,70000,1,11
2021,202101,248538,2021001242595,20124.0,2021002485381,10308,1,1,20124.0,0,0,2,26,6,1,100,0,0,11,114,1,10,54000,1,11
2021,202101,248538,2021001242595,20124.0,2021002485381,10308,1,2,15444.0,0,0,2,26,6,1,100,0,0,10,101,1,10,25000,1,11
2021,202101,248694,2021001251944,8424.0,2021002486941,81508,1,1,8268.0,0,0,2,38,4,9,907,4,412,11,114,1,10,69000,1,11
2021,202101,248694,2021001251944,8424.0,2021002486941,81508,1,2,9516.0,0,0,1,42,6,1,100,0,0,10,101,1,10,45000,1,11
2021,202101,249006,2021001270638,18876.0,2021002490061,80608,1,1,18876.0,1,1,1,33,6,1,100,0,0,7,71,1,10,65000,1,11
2021,202101,249006,2021001270638,18876.0,2021002490061,80608,1,2,29952.0,1,1,2,28,6,8,801,0,0,10,101,1,10,30000,1,11
2021,202101,249318,2021001288131,5928.0,2021002493181,70008,1,1,6084.0,0,0,1,64,1,1,100,0,0,10,101,1,10,50000,1,11
2021,202101,249474,2021001297354,14508.0,2021002494741,81208,1,1,14352.0,1,0,2,45,4,1,100,0,0,11,115,1,10,189000,1,11
2021,202101,249630,2021001306231,24804.0,2021002496301,10208,1,1,24804.0,0,0,2,48,6,1,100,0,0,10,101,1,10,670,1,11
2021,202101,249786,2021001315151,26520.0,2021002497861,81308,1,1,26520.0,0,0,2,42,6,1,100,0,0,10,101,1,10,30800,1,11
2021,202101,250254,2021001344392,12948.0,2021002502541,40008,1,1,13104.0,0,0,1,51,5,8,826,0,0,10,101,1,10,225000,1,11
2021,202101,250410,2021001355201,9516.0,2021002504101,81308,1,3,10296.0,0,0,2,37,6,7,700,4,498,4,40,1,10,80000,1,11
2021,202101,250566,2021001364734,27144.0,2021002505661,410208,1,2,27612.0,2,1,1,48,1,1,100,0,0,10,101,1,10,40000,1,11
2021,202101,250722,2021001374139,7956.0,2021002507221,82208,1,1,7800.0,1,0,1,60,1,1,100,0,0,11,116,1,10,75000,1,11
2021,202101,250722,2021001374139,7956.0,2021002507221,82208,1,2,6240.0,1,0,2,46,1,4,400,0,0,10,101,1,10,180000,1,11
2021,202101,250878,2021001383075,17160.0,2021002508781,81308,1,1,17160.0,0,0,2,26,6,1,100,0,0,11,114,1,10,76000,1,11
2021,202101,250878,2021001383075,17160.0,2021002508781,81308,1,2,19968.0,0,0,1,30,6,1,100,0,0,10,101,1,10,315000,1,11
2021,202101,251190,2021001402825,8892.0,2021002511901,410308,1,1,9048.0,0,0,2,60,4,1,100,0,0,11,114,1,10,50000,1,11
2021,202101,251190,2021001402825,8892.0,2021002511901,410308,1,2,11856.0,0,0,1,22,6,1,100,0,0,6,65,1,10,30000,1,11
2021,202101,251346,2021001411401,24492.0,2021002513461,81308,1,1,24492.0,0,0,1,27,6,2,200,4,426,10,101,1,10,45000,1,11
2021,202101,253374,2021010140879,21684.0,2021002533741,70009,4,1,21684.0,0,0,2,46,6,2,200,0,0,7,71,1,10,35000,1,11
2021,202101,253686,2021000003007,67860.0,2021002536861,130009,1,1,67860.0,1,1,1,38,1,1,100,0,0,10,101,1,10,95000,1,11
2021,202101,253686,2021000003007,67860.0,2021002536861,130009,1,2,59436.0,1,1,2,38,1,1,100,0,0,11,116,1,10,100000,1,11
2021,202101,253842,2021000018170,13416.0,2021002538421,10509,1,3,13104.0,0,0,2,37,6,1,100,0,0,10,101,1,10,45000,1,11
2021,202101,253998,2021000032934,31200.0,2021002539981,150009,1,1,31200.0,0,0,1,30,6,1,100,0,0,10,101,1,10,60000,1,11
2021,202101,253998,2021000032934,31200.0,2021002539981,150009,1,2,37596.0,0,0,2,32,6,1,100,0,0,7,71,1,10,36000,1,11
2021,202101,254310,2021000064641,9984.0,2021002543101,30409,1,1,9984.0,2,0,2,55,1,1,100,0,0,11,114,1,10,154000,1,11
2021,202101,254310,2021000064641,9984.0,2021002543101,30409,1,4,10764.0,0,0,1,22,6,1,100,0,0,10,101,1,10,2100,1,11
2021,202101,254466,2021000079511,21840.0,2021002544661,30509,1,1,21996.0,7,1,2,41,6,7,700,2,200,3,30,1,10,0,1,11
2021,202101,254622,2021000095197,9984.0,2021002546221,30109,1,1,10140.0,0,0,2,23,6,6,640,0,0,10,101,1,10,29000,1,11
2021,202101,254778,2021000111402,17160.0,2021002547781,90009,1,1,17160.0,2,0,1,63,1,1,100,0,0,10,101,1,10,130000,1,11
2021,202101,254778,2021000111402,17160.0,2021002547781,90009,1,2,15912.0,2,0,2,65,1,1,100,0,0,6,63,1,10,24700,1,11
2021,202101,254934,2021000126010,21372.0,2021002549341,50009,1,2,22776.0,0,0,2,60,1,1,100,0,0,2,26,1,10,19200,1,11
2021,202101,255090,2021000141450,9204.0,2021002550901,90309,1,1,9204.0,2,1,1,38,1,1,100,0,0,11,114,1,10,76000,1,11
2021,202101,255090,2021000141450,9204.0,2021002550901,90309,1,2,9672.0,2,1,2,38,1,1,100,0,0,11,116,1,12,52000,1,11
2021,202101,255246,2021000154957,16380.0,2021002552461,110109,1,1,16224.0,0,0,1,33,6,1,100,0,0,10,101,1,10,95000,1,11
2021,202101,255402,2021000168192,18564.0,2021002554021,30309,1,2,17004.0,1,0,2,40,1,1,100,0,0,10,101,1,10,190000,1,11
2021,202101,255558,2021000182142,13572.0,2021002555581,90309,1,1,13572.0,0,0,2,41,6,1,100,0,0,11,114,1,10,60000,1,11
2021,202101,255714,2021000197483,10140.0,2021002557141,130009,1,1,10140.0,2,0,1,46,1,1,100,0,0,11,114,1,10,175000,1,11
2021,202101,255870,2021000211506,34788.0,2021002558701,30209,1,1,34788.0,2,0,2,44,4,8,826,2,200,10,101,1,10,50000,1,11
2021,202101,256026,2021000226198,13416.0,2021002560261,30609,1,1,13572.0,1,0,1,61,1,6,610,0,0,11,115,1,10,260000,1,11
2021,202101,256026,2021000226198,13416.0,2021002560261,30609,1,2,12480.0,1,0,2,50,1,6,610,0,0,8,81,1,12,2000,1,11
2021,202101,256026,2021000226198,13416.0,2021002560261,30609,1,3,15444.0,0,0,1,26,6,6,610,0,0,10,101,1,10,100000,1,11
2021,202101,256182,2021000238581,10452.0,2021002561821,90009,1,1,10452.0,0,0,1,58,1,1,100,0,0,7,71,1,10,101000,1,11
2021,202101,256338,2021000250976,27456.0,2021002563381,30409,1,1,27456.0,0,0,2,65,1,1,100,0,0,7,71,1,10,80000,1,11
2021,202101,256494,2021000266436,50388.0,2021002564941,30209,1,1,50544.0,0,0,2,58,4,8,845,4,460,10,101,1,10,52000,1,11
2021,202101,256650,2021000280003,14976.0,2021002566501,90309,1,1,15132.0,0,0,1,47,1,8,826,2,200,6,65,1,10,42000,2,20
2021,202101,256650,2021000280003,14976.0,2021002566501,90309,1,2,15444.0,0,0,2,51,1,8,826,2,200,6,65,1,10,44000,1,11
2021,202101,256806,2021000295871,9984.0,2021002568061,30109,1,1,9984.0,2,0,1,57,1,1,100,0,0,10,101,1,10,140000,1,11
2021,202101,256806,2021000295871,9984.0,2021002568061,30109,1,2,7644.0,2,0,2,51,1,1,100,0,0,10,101,1,10,15000,1,11
2021,202101,257118,2021000327604,3120.0,2021002571181,50009,1,1,2964.0,0,0,2,58,1,1,100,0,0,10,101,1,10,83000,1,11
2021,202101,257586,2021000374100,9204.0,2021002575861,90409,1,2,9984.0,0,0,1,60,1,1,100,0,0,7,71,1,10,135000,1,11
2021,202101,257898,2021000404404,12324.0,2021002578981,10209,1,1,12324.0,0,0,1,34,6,1,100,0,0,11,114,1,10,180000,1,11
2021,202101,258054,2021000418849,15132.0,2021002580541,90609,1,1,15132.0,0,0,2,56,6,1,100,0,0,6,65,1,10,45000,1,11
2021,202101,258366,2021000450849,7176.0,2021002583661,150009,1,1,7332.0,1,0,2,40,6,1,100,0,0,10,101,1,10,27000,1,11
2021,202101,258366,2021000450849,7176.0,2021002583661,150009,1,2,6708.0,1,0,1,40,6,1,100,0,0,7,71,1,10,38000,1,11
2021,202101,258366,2021000450849,7176.0,2021002583661,150009,1,4,7332.0,0,0,2,63,4,1,100,0,0,11,114,1,10,25000,1,11
2021,202101,258990,2021000515991,9516.0,2021002589901,90509,1,1,9516.0,0,0,2,42,6,1,100,0,0,11,114,1,10,78000,1,11
2021,202101,259146,2021000530559,6396.0,2021002591461,30109,1,1,6396.0,1,0,1,56,1,6,665,0,0,7,71,1,10,9300,1,11
2021,202101,259302,2021000546695,9516.0,2021002593021,90509,1,1,9516.0,0,0,1,35,4,1,100,0,0,7,71,1,10,55000,1,11
2021,202101,259302,2021000546695,9516.0,2021002593021,90509,1,2,9828.0,0,0,2,25,6,1,100,0,0,10,101,1,10,60000,1,11
2021,202101,259458,2021000563280,17940.0,2021002594581,30609,1,1,17940.0,1,1,1,34,1,1,100,0,0,11,114,1,10,150000,1,11
2021,202101,259926,2021000610022,8736.0,2021002599261,30309,1,1,8736.0,2,2,1,33,1,1,100,0,0,11,114,1,10,150000,1,11
2021,202101,260394,2021000654664,23868.0,2021002603941,150009,1,1,24024.0,0,0,1,59,5,1,100,0,0,0,2,1,10,100000,1,11
2021,202101,260550,2021000668931,13728.0,2021002605501,10009,1,3,14820.0,0,0,1,41,6,1,100,0,0,11,114,1,10,8700,1,11
2021,202101,260706,2021000685934,4836.0,2021002607061,10209,1,1,4836.0,2,0,2,60,4,8,802,0,0,11,116,1,10,100000,1,11
2021,202101,260706,2021000685934,4836.0,2021002607061,10209,1,2,7176.0,0,0,1,30,6,8,802,0,0,6,64,1,10,0,1,11
2021,202101,260862,2021000702063,8424.0,2021002608621,10209,1,1,8580.0,0,0,2,43,4,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,261018,2021000716228,17784.0,2021002610181,90209,1,1,17940.0,0,0,1,38,6,1,100,0,0,6,65,1,10,66000,1,11
2021,202101,261486,2021000763342,13416.0,2021002614861,30109,1,1,13416.0,1,0,2,40,6,2,200,0,0,6,65,1,10,200,1,11
2021,202101,261642,2021000780102,8892.0,2021002616421,90009,1,1,8892.0,1,0,1,55,1,1,100,0,0,10,101,1,10,130000,1,11
2021,202101,261642,2021000780102,8892.0,2021002616421,90009,1,2,9828.0,1,0,2,61,1,1,100,0,0,10,101,1,10,74000,1,11
2021,202101,261954,2021000812508,71604.0,2021002619541,90609,1,1,71604.0,2,0,2,52,6,2,200,0,0,6,63,1,10,0,1,11
2021,202101,261954,2021000812508,71604.0,2021002619541,90609,1,2,45708.0,0,0,1,35,6,2,200,0,0,6,63,1,10,43000,1,11
2021,202101,261954,2021000812508,71604.0,2021002619541,90609,1,3,55692.0,0,0,2,30,6,2,200,0,0,6,63,1,10,35000,1,11
2021,202101,262266,2021000842981,22152.0,2021002622661,10509,1,1,22152.0,0,0,1,24,1,1,100,0,0,10,101,1,10,91000,1,11
2021,202101,262266,2021000842981,22152.0,2021002622661,10509,1,2,21996.0,0,0,2,22,1,1,100,0,0,11,114,1,10,4000,1,11
2021,202101,262422,2021000857627,9360.0,2021002624221,10309,1,1,9360.0,1,0,2,63,1,1,100,0,0,10,101,1,10,0,1,11
2021,202101,262422,2021000857627,9360.0,2021002624221,10309,1,3,11856.0,0,0,1,24,6,1,100,0,0,10,101,1,10,30000,1,11
2021,202101,262578,2021000873586,14040.0,2021002625781,110009,1,1,14040.0,0,0,2,57,1,8,802,0,0,10,101,1,10,60000,1,11
2021,202101,262578,2021000873586,14040.0,2021002625781,110009,1,2,15132.0,0,0,1,55,1,1,100,0,0,8,81,1,10,82000,1,11
2021,202101,262890,2021000903350,9204.0,2021002628901,90609,1,1,9204.0,1,0,2,58,1,1,100,0,0,11,114,1,10,167000,1,11
2021,202101,262890,2021000903350,9204.0,2021002628901,90609,1,2,8736.0,1,0,1,56,1,1,100,0,0,6,63,1,10,87000,1,11
2021,202101,263046,2021000917230,18876.0,2021002630461,130009,1,4,18408.0,0,0,2,59,6,1,100,0,0,6,65,1,10,85000,1,11
2021,202101,263046,2021000917230,18876.0,2021002630461,130009,1,5,25272.0,0,0,1,53,6,1,100,0,0,7,71,1,10,130000,1,11
2021,202101,263358,2021000947414,22620.0,2021002633581,70009,1,1,22776.0,1,1,2,33,1,1,100,0,0,11,114,1,10,25000,1,11
2021,202101,263358,2021000947414,22620.0,2021002633581,70009,1,2,23400.0,1,1,1,34,1,1,100,0,0,10,101,1,10,75000,1,11
2021,202101,263514,2021000960821,7956.0,2021002635141,110009,1,1,7800.0,0,0,2,25,6,1,100,0,0,6,63,1,10,14400,1,11
2021,202101,263514,2021000960821,7956.0,2021002635141,110009,1,2,8892.0,0,0,1,25,6,1,100,0,0,6,63,1,10,25400,1,11
2021,202101,263514,2021000960821,7956.0,2021002635141,110009,1,3,6708.0,0,0,2,23,6,8,813,0,0,6,63,1,10,22000,1,11
2021,202101,263670,2021000977025,14352.0,2021002636701,90009,1,1,14352.0,2,0,1,57,1,1,100,0,0,10,101,1,10,160000,1,11
2021,202101,263670,2021000977025,14352.0,2021002636701,90009,1,2,15756.0,2,0,2,57,1,1,100,0,0,10,101,1,10,0,1,11
2021,202101,263670,2021000977025,14352.0,2021002636701,90009,1,3,20280.0,0,0,1,25,6,1,100,0,0,10,101,1,10,150000,1,11
2021,202101,263826,2021000992707,11544.0,2021002638261,130009,1,1,11388.0,0,0,2,63,1,1,100,0,0,6,63,1,10,42000,1,11
2021,202101,263826,2021000992707,11544.0,2021002638261,130009,1,2,16224.0,0,0,1,61,1,1,100,0,0,6,63,1,10,60000,2,20
2021,202101,263982,2021001008040,31356.0,2021002639821,90109,1,1,31356.0,1,0,2,35,4,8,811,0,0,6,63,1,10,37000,1,11
2021,202101,264138,2021001022380,8424.0,2021002641381,90409,1,2,9516.0,1,0,2,54,1,6,600,0,0,10,101,1,10,80000,1,11
2021,202101,264294,2021001036372,33852.0,2021002642941,10509,1,1,33852.0,0,0,2,59,1,1,100,0,0,6,63,1,10,22000,1,11
2021,202101,264294,2021001036372,33852.0,2021002642941,10509,1,2,40872.0,0,0,1,64,1,1,100,0,0,6,63,1,10,65000,1,11
2021,202101,264450,2021001050025,12480.0,2021002644501,30609,1,1,12480.0,1,1,2,30,1,1,100,0,0,10,101,1,12,100000,1,11
2021,202101,264450,2021001050025,12480.0,2021002644501,30609,1,2,16536.0,1,1,1,35,1,1,100,0,0,10,101,1,10,150000,1,11
2021,202101,264606,2021001067053,8112.0,2021002646061,30009,1,1,8268.0,0,0,2,31,1,1,100,0,0,10,101,1,10,47000,1,11
2021,202101,265074,2021001115431,8112.0,2021002650741,30409,1,2,11076.0,0,0,2,28,6,1,100,0,0,10,101,1,10,62000,1,11
